동호회명,시도명,시군구명,종목명,부종목명,장애유형명,운영시간내용,동호회 소개내용
(도비) 2023 세하볼링클럽,충청북도,충청북도 제천시,볼링,,발달(지적/자폐)장애,매주 토 10시 30분,발달장애인들의 주말 여가시간을 활용한 정기적인 체육활동을 통해 즐겁고 행복한 시간을 갖고 사회성 향상 및 자신감을 증진시키며 대인관계 형성에 도움이 되고자 세하볼링클럽을 운영하고자 한다
(도비) 2023 충장복 볼링동호회,충청북도,충청북도 충주시,볼링,,기타장애,매주 수 10시,"지체 및 뇌병변, 지적장애인으로 구성된 장애인볼링동호회입니다."
흰지팡이,경기도,경기도 오산시,볼링,,시각장애,토 10시,
부산볼사랑볼링클럽,부산광역시,부산광역시 사상구,볼링,,지체(척수 및 절단 및 기타)장애,매주월수금오전11시,"부산볼사랑볼링클럽은 지체장애인볼링클럽으로 장애인의 사회성기여와 체력증진,볼링의대한 이해와 재미를 함께함으로써 즐겁고 지속적으로 할수있도록 서로 서로 도우면서 열심히 활동을하고있는 전통있는클럽입니다"
전남데프B.C,전라남도,전라남도 목포시,볼링,,청각장애,"매주 금,오후 19시",농인 회원간의 친목도모 서로 협력하여  볼링경기를 통하여 일상생활에 쌓은 스트레스를 풀고 값진 생활을 추구하는데 목적을 둔다
(기금) 2023 삼척시시각장애인볼링동호회 원더풀,강원도,강원도 삼척시,볼링,,시각장애,매주목요일 1시30분~3시30분,
(도비)2023년 볼든아이 볼링 스포츠클럽,충청남도,충청남도 예산군,볼링,,지체(척수 및 절단 및 기타)장애,매주 목 오후5시~6시,
행복플러스,서울특별시,서울특별시 성북구,볼링,,지체(척수 및 절단 및 기타)장애,매주 수요일 오전10시30분~12시,성북장애인복지관 볼링동호회(행복플러스) 입니다.  매주 수요일 오전10시30분~12시 진행하고 있습니다.  장소는 올핀볼링센터 에서 하고 있습니다.
K플러스,경상남도,경상남도 김해시,볼링,,시각장애,매주 수 오후1시,
(시비)서산시농아인볼링클럽,충청남도,충청남도 서산시,볼링,,청각장애,매주 월요일 3시 ~ 4시,
(시비)볼링롤링클럽,충청남도,충청남도 서산시,볼링,,발달(지적/자폐)장애,매주 월요일 4시30분,
누리볼링모임클럽,경기도,경기도 구리시,볼링,,발달(지적/자폐)장애,매주 수 오후5시,
성남유니온클럽,경기도,경기도 성남시,볼링,,청각장애,매주 목 오후7시,청각 장애인이 함께하는 볼링 클럽입니다
산농동무볼링동아리,경상남도,경상남도 산청군,볼링,,청각장애,매주 일 오후 6시,산청군 청각/언어 장애인 볼링 동아리
해동이 B.C,경상남도,경상남도 김해시,볼링,,청각장애,매주 토요일 오후 5시 30분,
(지방비)2023년 인제군 볼링동호인클럽,강원도,강원도 인제군,볼링,,시각장애,매주 목요일 13:30~15:30,
(시비)서산재활볼링클럽,충청남도,충청남도 서산시,볼링,,지체(척수 및 절단 및 기타)장애,매주 화요일 14시,
(도비) 고마DEAF 볼링클럽,충청남도,충청남도 공주시,볼링,,청각장애,매주 화 오후7시,
(도비) 공주시 스트라이크 볼링 스포츠클럽,충청남도,충청남도 공주시,볼링,,지체(척수 및 절단 및 기타)장애,매주 화 오후7시,
양산은하수볼링회,경상남도,경상남도 양산시,볼링,,시각장애,"매주 화,금 오후 1시",
(기금)굴렁쇠볼링클럽,충청남도,충청남도 청양군,볼링,,발달(지적/자폐)장애,"매주 월, 오후 7시",
서울이글스,서울특별시,서울특별시 강동구,볼링,,시각장애,"매주 월,10:30~13시","볼링을 사랑하는 시각장애인의 클럽으로 매주 월요일 활동하면서 몸과 맘이 건강하고 실력이 늘면서 여러볼링 대회에   참가하여 상위입상을 하므로써 자신감과 성취감으로 동호회활동을 더욱 열심히하고 생활체육에 참여유도,저변확대를   위해노력하고 있으며, 전문선수양성에도 노력하고 있습니다"
용인퍼펙트농아인볼링클럽,경기도,경기도 용인시처인구,볼링,,청각장애,격주 금 오후8시,용인시 또는 근거리 거주 청각·언어장애인들의 볼링동호인클럽 참가를 통한 사회참여확대 그리고 비장애인볼링회와 친선경기를 가짐으로 장애인에 대한 인식 개선에 기여하고자합니다
발달애인볼링동아리,경상남도,경상남도 창원시의창구,볼링,,발달(지적/자폐)장애,매주 목 오전11시,
(기금)2023 삼척시농아인협회 마인드볼링클럽,강원도,강원도 삼척시,볼링,,청각장애,매주 금요일 오후 6시,
포항시각장애인스포츠동호회,경상북도,경상북도 포항시남구,볼링,,시각장애,"매주 수,금 오전 10시",
2023 나누리 볼링클럽,대구광역시,대구광역시 달서구,볼링,,발달(지적/자폐)장애,목 2시-4시,평소 신체 활동범주가 작고 기초체력이 부족한 장애인 이용자들에게 평소 접하기 어려운 볼링을 배워 봄으로써 신체기능향상과 함께 정해진 규칙을 배움으로써 사회성 향상과 함께 여가활용의 기회를 제공함.
스트라이크볼링동아리,경상남도,경상남도 거제시,볼링,,발달(지적/자폐)장애,"매주(월), 13:00~15:00",
계수나무볼링동호회,경상남도,경상남도 통영시,볼링,,발달(지적/자폐)장애,매주금요일 3시30분,이순신 볼링클럽은 성인 발달장애인 10명으로 구성되어 상호간 체력증진과 친목을 도모하고 나아가서는 자립을 위한 취미활동으로 활성화 하고자 모인 동아리 입니다.
영락농인볼링클럽,서울특별시,서울특별시 종로구,볼링,,청각장애,매주 격주 일요일 오후 5시,청각장애인과 비장애인과 함께 어울리는 모임
평택해피농아볼링클럽,경기도,경기도 평택시,볼링,,청각장애,"매월 2,3,4째주 일요일 오후6시",평택지역 사는 청각장애인이 볼링 취미와 운동을 삼아 모이는 볼링클럽입니다.
고양레인보우볼링클럽,경기도,경기도 고양시덕양구,볼링,,발달(지적/자폐)장애,"매주 월, 오후 5시","지적 청소년들과 부모들이 주 1회 볼링을 통하여, 여가 활동 및 정보 공유, 친목을 가지는 시간을 갖고자 한다."
2023년 장애청소년 볼링교실,인천광역시,인천광역시 미추홀구,볼링,,발달(지적/자폐)장애,월 오후15시,2023년 장애인생활체육교실 장애청소년을 대상으로 진행되는 볼링교실입니다.
위저드볼링클럽,대구광역시,대구광역시 달서구,볼링,,시각장애,"매주토,오전10시~12시",볼링을 통하여 시각장애인의 재활과 사회참여를 목적으로 만들어진 어울림 클럽입니다.
거봉회,경상남도,경상남도 거제시,볼링,,시각장애,매주 수요일 오후1시30분,"거봉회는 2008년 시각장애인들로 구성된 볼링동아리 입니다. 2023년 현재 볼링회원은 11명이며 매주 수용일 삼성문화관 볼링장에서 동아리 활동을 하고 있으며 경남장애인생활체육대회, 경남시각장애인볼링대회에 참가하여 우수한 성적을 거두고 있습니다."
영파워볼링클럽,경기도,경기도 시흥시,볼링,,지체(척수 및 절단 및 기타)장애,매주 목요일 오전11,장애인 볼링인들의 취미생활과 스트레스를 해소할수있는 활동적이고 재미있는 클럽입니다
(도비) 2023 신바람시각볼링클럽,충청북도,충청북도 청주시,볼링,,시각장애,매주 화요일 13시,안녕하세요  저회는  충북  청주에서  활동하는  시각볼링  틀럽입리다
함께걸음,경상남도,경상남도 김해시,볼링,,발달(지적/자폐)장애,"매월 2,3주 09시",.
프렌즈B.C,경상북도,경상북도 칠곡군,볼링,,청각장애,매주토요일오후7시,
open to 스트라이크,인천광역시,인천광역시 남동구,볼링,,발달(지적/자폐)장애,매주 목요일 오후 3시,2023 인천 보호작업장 열린일터 직장인교실  ‘OPEN TO STRIKE‘(open to 스트라이크)
(도비)미래로 홍성 볼링동호회,충청남도,충청남도 홍성군,볼링,,지체(척수 및 절단 및 기타)장애,매주 화요일 18:30~20:30,"미래로 홍성 볼링스포츠클럽  ○ 대상자: 지체장애, 지적장애, 청각장애"
빛고을광청 볼링클럽,광주광역시,광주광역시 광산구,볼링,,청각장애,매주 토 19시~21시,광주광역시 청각장애인 볼링클럽    서영춘  010-8571-1560  a01085711560@gmail.com
폴인볼링,경상남도,경상남도 양산시,볼링,,발달(지적/자폐)장애,매주 수 오후 4시,폴인볼링은 폴~ 인~
원앤텐 볼링클럽,광주광역시,광주광역시 남구,볼링,,지체(척수 및 절단 및 기타)장애,매주 수 19시 30분,지체장애인과 비장애인이 함께하며 장애인볼링 활성화와 전문체육선수 육성에 노력하는 광주광역시 장애인 볼링동호회!!    조미경  010-9441-4255    kyung1835@naver.com
껑충껑충 스트라이크 치러 가자묘,인천광역시,인천광역시 미추홀구,볼링,,지체(척수 및 절단 및 기타)장애,매주 목요일 11시,
스트레스는 스트라이크! 내가 볼링왕!,인천광역시,인천광역시 미추홀구,볼링,,청각장애,수요일 오후 4시,
판도라 볼링,경상남도,경상남도 창원시,볼링,,기타장애,"매 1, 3주 화, 목",
(기금)2023 춘천시장애인체육회 볼링동호회,강원도,강원도 춘천시,볼링,,발달(지적/자폐)장애,매주 토 11시 ~ 13시,2023년 춘천시장애인체육회 볼링동호회
(도비) 2023 예그리나볼링클럽,충청북도,충청북도 청주시,볼링,,발달(지적/자폐)장애,매주토요일  오전10시30분,매주 토요일 10시30부터   볼링에 관심있고 배우고자 하는    장애유형과 관계없이   2015년부터  꾸준히 활동해온 예그리나볼링클럽 입니다.
언젠간스트라이크,경상남도,경상남도 함안군,볼링,,발달(지적/자폐)장애,"매주 화, 수 오후 2시",
인천농아인볼링클럽,인천광역시,인천광역시 남동구,볼링,,청각장애,"첫째, 셋째  일요일 오후 3시",
(군비)2003서천군장애인볼링클럽,충청남도,충청남도 서천군,볼링,,지체(척수 및 절단 및 기타)장애,매주 수 오후13:30~15:30,
(도비)2023년 아산온양이볼링클럽,충청남도,충청남도 아산시,볼링,,지체(척수 및 절단 및 기타)장애,매주 화 13:00~14:00,
(도비)2023년 아산온양이볼링스포츠클럽,충청남도,충청남도 아산시,볼링,,지체(척수 및 절단 및 기타)장애,매주 화 13:00~14:00,
슈퍼볼,경상남도,경상남도 김해시,볼링,,발달(지적/자폐)장애,매주 월 13시30분,김해서부장애인자립생활센터 건강증진을 위한 슈퍼볼 볼링 클럽입니다 ^^ 잘부탁드립니다.
(도비) 2023 드래곤이어볼링클럽,충청북도,충청북도 제천시,볼링,,청각장애,매주 수요일 오후 2시,"청각, 언어장애인과 시각장애인이 함께 어우르는 클럽으로 성장하고 있습니다."
레인스타볼링클럽,경기도,경기도 포천시,볼링,,발달(지적/자폐)장애,"매주 월, 오후 2시~4시","장애인, 비장애 구분없이 어울려가면 체육활동을 즐기고 있습니다."
구르미 볼링클럽동우회,제주특별자치도,제주특별자치도 서귀포시,볼링,,시각장애,매주 목요일 오후6시,
하나볼링클럽,제주특별자치도,제주특별자치도 제주시,볼링,,지체(척수 및 절단 및 기타)장애,매주화요일 오후2시,
(도비) 사비볼링클럽,충청남도,충청남도 부여군,볼링,,시각장애,매주 수 오후 2시,사비볼링클럽  시각장애인을 주축으로 이루어진 볼링클럽입니다.  매주 수요일 오후 2시부터 운동합니다.  많은 관심과 참여 바랍니다.
창원시장애인사격연맹장우회,경상남도,경상남도 창원시,사격,,지체(척수 및 절단 및 기타)장애,"화,금 오후1시",장애인활동과  친목을 도모하며 사격이란 종목으로 활동을 이어가는 단체입니다
2023 진천군장애인사격클럽,충청북도,충청북도 진천군,사격,,기타장애,매주 토 10:00 ~ 12:00,
한우리,경상남도,경상남도 통영시,사격,,지체(척수 및 절단 및 기타)장애,매주 수요일 오후2시,
백발백중,경상남도,경상남도 거제시,사격,,지체(척수 및 절단 및 기타)장애,매주 월화수목금 오전10시,
2023 전북장애인생활체육 장수사격클럽(장수),전라북도,전라북도 장수군,사격,,지체(척수 및 절단 및 기타)장애,"매주수,토 14시",
청죽회,경상남도,경상남도 창원시의창구,사격,,지체(척수 및 절단 및 기타)장애,매주금요일 오전10시,"창원시 지체장애인들을 중심으로 오랜 기간동안 사격을 친목과 장애극복을 위한 방편으로 이어져 왔으며, 향후 각종 대회에 참여하여 사격동아리로서 위상을 높혀 나아가고자 함."
장애인체육동아리(사격),경상남도,경상남도 김해시,사격,,지체(척수 및 절단 및 기타)장애,"매주 목, 오후1시",
양산데프MTB클럽,경상남도,경상남도 양산시,사이클,자전거,청각장애,매주토요일오전10시,양산지역 농인들이 MTB클럽활동에 참가 할수 있고 사람들과 만나는 취미 활동 통해 재활 자립 도움
합천시각텐덤,경상남도,경상남도 합천군,사이클,템덤사이클,시각장애,매주 수 오후1시 ~ 3시,
성남농인사이클클럽,경기도,경기도 성남시,사이클,,청각장애,매주 토요일 오전 8시~12시,성남에 사는 농아인이 모여 만든 사이클클럽입니다.
