종목명,부종목명,시도명,시군구명,프로그램명,장애유형명,운영시간,프로그램소개내용,모집시작일,모집종료일,운영시작일,운영종료일
론볼,,충청남도,충청남도 홍성군,(군비)2023년 홍성군 론볼교실,지체(척수 및 절단 및 기타)장애,"매주 월 15시30, 목  17시30",2023년 홍성군 생활체육교실 운영(론볼교실),2023-01-01,2023-12-31,2023-03-02,2023-12-28
론볼,,부산광역시,부산광역시 동래구,2023부산장애인론볼연맹 론볼 초보자교실,지체(척수 및 절단 및 기타)장애,금 14:00-17:00,,2023-01-15,2023-03-13,2023-04-01,2023-10-28
론볼,,경기도,경기도 성남시,(국비)성남시장애인꿈나무론볼교실,발달(지적/자폐)장애,매주 토 09시~11시,성남시장애인론볼교실 운영,2023-03-01,2023-04-30,2023-04-01,2023-10-31
론볼,,경기도,경기도 성남시,(국비)어르신생활체육론볼교실,지체(척수 및 절단 및 기타)장애,매주 토 11시~13시,어르신생활체육론볼교실 운영,2023-03-01,2023-04-30,2023-04-01,2023-10-31
론볼,,강원도,강원도 홍천군,(기금) 2023 홍천군장애인체육회 어르신 론볼 생활체육교실,지체(척수 및 절단 및 기타)장애,12:00~16:00,,2023-01-01,2023-12-31,2023-03-01,2023-12-31
론볼,,전라북도,전라북도 정읍시,2023 전북장애인생활체육 샘골론볼클럽,지체(척수 및 절단 및 기타)장애,토 10:00~12:00,,2023-01-01,2023-05-31,2023-06-01,2023-12-30
론볼,,전라북도,전라북도 부안군,2023 전북장애인생활체육 론볼교실(부안군),기타장애,화 10시 ~ 12시,,2023-06-01,2023-12-31,2023-06-01,2023-12-31
론볼,,강원도,강원도 동해시,(지방비)동해시체육회 장애인론볼교실,지체(척수 및 절단 및 기타)장애,수 14:00~16:00,,2023-03-01,2023-03-31,2023-04-03,2023-11-30
론볼,,전라남도,전라남도 구례군,2023 전남 구례군 장애인생활체육 론볼교실,지체(척수 및 절단 및 기타)장애,10:00~12:00,,2023-03-01,2023-03-31,2023-04-01,2023-12-31
론볼,,전라북도,전라북도 익산시,2023 전북장애인생활체육 론볼초보자교실,발달(지적/자폐)장애,월금 10:00~12:00,,2023-04-01,2023-05-31,2023-06-01,2023-11-30
론볼,,경상남도,경상남도 진주시,(기금)2023년 모덕장애인론볼 어르신교실,지체(척수 및 절단 및 기타)장애,월 14:00~17:00,,2023-01-27,2023-09-30,2023-04-03,2023-09-18
론볼,,경기도,경기도 광주시,광주시정영화지도자 src체육관론볼교실 7명,뇌병변장애,화 15:00~16:00,,2023-01-10,2023-01-30,2023-02-21,2023-12-31
론볼,,강원도,강원도 영월군,(기금)2023 영월군장애인체육회 어울림 론볼교실,기타장애,"매주 목, 14:00~16:00",2023년 영월군장애인체육회 어울림 론볼교실,2023-03-16,2023-04-05,2023-04-06,2023-09-21
바둑,,전라남도,전라남도 여수시,2023 전남 여수시 장애인생활체육 중급바둑교실,지체(척수 및 절단 및 기타)장애,13:00~15:00,,2023-03-01,2023-03-31,2023-04-01,2023-12-31
바둑,,충청북도,충청북도 보은군,(기금)2023 장애인생활체육 바둑교실,청각장애,매주 화요일 15:30~17:30,,2023-03-06,2023-05-31,2023-03-07,2023-10-31
바둑,,전라남도,전라남도 순천시,2023 전남 순천시 장애인생활체육 바둑교실,발달(지적/자폐)장애,16:00~18:00,,2023-03-01,2023-03-31,2023-04-01,2023-12-31
바둑,,울산광역시,울산광역시 중구,2023 장애인생활체육 실버바둑교실-제2장애인체육관,지체(척수 및 절단 및 기타)장애,화 10:00~11:00,-담당자 : 고소희팀장 010-8528-1664,2023-01-01,2023-12-31,2023-01-01,2023-12-31
바둑,,울산광역시,울산광역시 중구,2023 장애어르신 바둑교실 - 울장복바둑교실,뇌병변장애,목 9:30~11:30,-사업담당자 : 박선미 010-7482-0202  -바둑 교육지원에 욕구를 가진 참여자를 대상으로 건전한 여가 활동 기회 제공,2023-01-01,2023-12-31,2023-01-01,2023-12-31
바둑,,울산광역시,울산광역시 남구,2023 장애어르신생활체육 바둑교실-장애인체육관,뇌병변장애,목 13:30~15:30,-담당자 : 이성원 010-3840-0486,2023-01-01,2023-12-31,2023-01-01,2023-12-31
바둑,,전라남도,전라남도 여수시,2023 전남 여수시 장애인생활체육 헤세드초급바둑교실,지체(척수 및 절단 및 기타)장애,13:00~15:00,,2023-03-01,2023-03-31,2023-04-01,2023-12-31
바둑,,제주특별자치도,제주특별자치도 제주시,2023년 사라봉 바둑교실,기타장애,매주 토요일 10:00~12:00,,2023-03-01,2023-11-30,2023-03-01,2023-11-30
배구,,충청남도,충청남도 태안군,(기금)태안군 장애청소년  어울림 배구교실,기타장애,매주 수요일 18:00,#NAME?,2023-03-01,2023-10-31,2023-03-01,2023-10-31
배구,,서울특별시,서울특별시 송파구,(지방비) 2023 송파구 청소년 지적장애 배구교실,발달(지적/자폐)장애,수 18:00~19:30,2023 송파구 청소년 지적장애 배구교실,2023-04-01,2023-04-30,2023-05-01,2023-10-31
배구,,광주광역시,광주광역시 서구,(기금)2023년 광주 지체장애인 좌식배구교실(안희진),지체(척수 및 절단 및 기타)장애,매 주 수 19:00~21:30,,2023-03-20,2023-03-25,2023-04-05,2023-10-25
배구,,전라남도,전라남도 목포시,2023년 전남 목포시 장애인생활체육 좌식배구교실 운영,지체(척수 및 절단 및 기타)장애,13:00~17:00,,2023-03-01,2023-03-31,2023-04-01,2023-12-31
배구,,경상남도,경상남도 진주시,(기금)2023년 멋진여성생활체육교실,기타장애,"화,목 16:00~18:00",,2023-01-27,2023-09-30,2023-04-04,2023-06-22
배구,,전라북도,전라북도 정읍시,2023전북장애인생활체육 단이와풍이좌식배구클럽,지체(척수 및 절단 및 기타)장애,토 16:00~18:00,,2023-01-01,2023-05-31,2023-06-01,2023-12-30
배구,,전라북도,전라북도 남원시,2023 전북장애인생활체육 좌식배구교실,지체(척수 및 절단 및 기타)장애,매주 목 오후7시,,2023-03-01,2023-04-30,2023-06-01,2023-11-30
배구,,부산광역시,부산광역시 연제구,2023 어울림 좌식배구 교실,지체(척수 및 절단 및 기타)장애,일 13:00-17:00,,2023-01-15,2023-02-28,2023-03-05,2023-10-31
배구,,전라남도,전라남도 여수시,2023 전남 여수시 장애인생활체육 좌식배구교실,지체(척수 및 절단 및 기타)장애,18:00~19:00,,2023-03-01,2023-03-31,2023-04-01,2023-12-31
배구,,전라남도,전라남도 순천시,2023 전남 순천시 장애인생활체육 좌식배구교실,지체(척수 및 절단 및 기타)장애,15:00~16:00,,2023-03-01,2023-03-31,2023-04-01,2023-12-31
배구,,제주특별자치도,제주특별자치도 서귀포시,2023 장애인 좌식배구교실,지체(척수 및 절단 및 기타)장애,매주 토요일 15:00~18:00,,2023-03-01,2023-11-30,2023-04-01,2023-11-30
배구,,광주광역시,광주광역시 광산구,(기금)2023 광산구 직장인 좌식배구교실(김정희),지체(척수 및 절단 및 기타)장애,매주 수 19:00~21:00,,2023-01-02,2023-02-28,2023-04-05,2023-11-29
배구,,충청북도,충청북도 진천군,(기금)2023 장애인스파이크좌식배구교실,기타장애,화.목요일 18:00~20:00,,2023-03-09,2023-10-17,2023-03-09,2023-10-17
배구,,전라남도,전라남도 완도군,2023 전남 완도군 장애인생활체육 좌식배구교실,지체(척수 및 절단 및 기타)장애,19:00~20:00,,2023-03-01,2023-03-31,2023-04-01,2023-12-31
배구,,강원도,강원도 삼척시,(지방비) 2023 삼척시지적발달장애인 배구교실,발달(지적/자폐)장애,"매주 월,금 14:00~/10:00~",,2023-04-01,2023-11-30,2023-04-01,2023-11-30
배드민턴,,경기도,경기도 용인시,용인시 조현자지도자 배드민턴교실 4명,기타장애,15:00 ~ 16:00,,2023-03-01,2023-12-31,2023-03-01,2023-12-31
배드민턴,,경기도,경기도 용인시,용인시 조현자지도자 배드민턴교실 5명,기타장애,14:00 ~ 15:00,,2023-03-01,2023-12-31,2023-03-01,2023-12-31
배드민턴,,경기도,경기도 화성시,화성시 배용호지도자 배드민턴교실 (5명),발달(지적/자폐)장애,매주 수요일 16:30~17:30,,2023-01-02,2023-01-27,2023-03-08,2023-12-31
배드민턴,,경기도,경기도 용인시,용인시 조현자지도자 배드민턴교실 3명,기타장애,11:00 ~ 12:00,,2023-03-01,2023-12-31,2023-03-01,2023-12-31
배드민턴,,제주특별자치도,제주특별자치도 제주시,2023년 성인발달장애인배드민턴교실,발달(지적/자폐)장애,매주 화요일 10:00~11:00,,2023-03-01,2023-11-30,2023-04-01,2023-11-30
배드민턴,,충청북도,충청북도 증평군,(기금)2023 행복한 배드민턴교실,발달(지적/자폐)장애,"화,목 18:00~19:00",,2023-04-25,2023-10-31,2023-04-25,2023-10-31
배드민턴,,경기도,경기도 용인시,용인시 조현자지도자 배드민턴교실 4명,기타장애,10:00~ 11:00,,2023-03-01,2023-12-31,2023-03-01,2023-12-31
배드민턴,,경기도,경기도 광주시,광주시 장애인 배드민턴 교실,기타장애,수/금 14:00~16:00,,2023-02-01,2023-02-10,2023-03-08,2023-07-26
배드민턴,,전라남도,전라남도 순천시,2023 전남 순천시 장애인생활체육 배드민턴교실,발달(지적/자폐)장애,14:00~16:00,,2023-03-01,2023-03-31,2023-04-01,2023-12-31
배드민턴,,전라남도,전라남도 순천시,2023 전남 순천시 장애인생활체육 배드민턴교실,발달(지적/자폐)장애,10:30~11:30,,2023-03-01,2023-03-31,2023-04-01,2023-12-31
배드민턴,,경기도,경기도 화성시,화성시 배용호지도자 배드민턴교실 (5명),발달(지적/자폐)장애,매주 화요일 15:00~17:00,,2023-01-02,2023-01-27,2023-02-07,2023-12-31
배드민턴,,경상북도,경상북도 영주시,2023년 장애인 하이파이브 배드민턴 생활체육교실,기타장애,월 14:00 ~ 16:00,,2023-03-01,2023-03-31,2023-03-01,2023-08-31
배드민턴,,경기도,경기도 포천시,포천시 김지연 지도자 배드민턴 교실(4명),발달(지적/자폐)장애,매주 수 11:00~11:45,,2023-01-01,2023-12-31,2023-01-01,2023-12-31
배드민턴,,인천광역시,인천광역시 남동구,인제 하이 배드민턴교실,기타장애,화 13:40~15:30,인제 하이고 배드민턴교실  운영처: 인제고등학교  운영장소: 인제고등학교 다목적 강당,2023-03-01,2023-06-01,2023-04-04,2023-11-11
배드민턴,,서울특별시,서울특별시 서대문구,(기금) 2023 서대문구 농아인 생활체육 배드민턴 교실,청각장애,매주 수 15:30~17:00,2023 서대문구 농아인 생활체육 배드민턴 교실,2023-01-01,2023-05-02,2023-05-03,2023-10-25
배드민턴,,충청남도,충청남도 보령시,(시비)2023 보령시 배드민턴 성인교실,지체(척수 및 절단 및 기타)장애,금14:00~15:30,2023년 배드민턴 성인교실을 운영하고 있습니다,2023-04-07,2023-10-06,2023-04-07,2023-10-06
배드민턴,,경상북도,경상북도 포항시,2023년 경북 포항 장애청소년 생활체육 배드민턴 교실,발달(지적/자폐)장애,월 16:30 ~ 18:00,,2023-03-01,2023-03-31,2023-04-01,2023-10-31
배드민턴,,경기도,경기도 용인시,용인시 조현자 지도자 배드민턴교실 4명,기타장애,15:00 ~ 16:00,,2023-03-01,2023-12-31,2023-03-01,2023-12-31
배드민턴,,경기도,경기도 용인시,용인시 조현자 지도자 배드민턴교실 5명,기타장애,14:00 ~ 15:00,,2023-03-01,2023-12-31,2023-03-01,2023-12-31
배드민턴,,경기도,경기도 용인시,장애인시각탁구교실,시각장애,금 14:00~16:00,,2023-01-31,2023-02-13,2023-03-24,2023-10-27
배드민턴,,경기도,경기도 고양시,콕놀이배드민턴교실,지체(척수 및 절단 및 기타)장애,16:00~18:00,,2023-01-01,2023-02-28,2023-03-01,2023-12-31
배드민턴,,충청남도,충청남도 공주시,(도비) 장안스포츠 배드민턴 교실,지체(척수 및 절단 및 기타)장애,매주 목요일 16:00,,2023-03-01,2023-12-31,2023-03-01,2023-12-31
배드민턴,,경기도,경기도 용인시,용인시 정민우 지도자 배드민턴교실 7명,발달(지적/자폐)장애,매주 화요일 10:00~12:00,,2023-03-01,2023-12-31,2023-03-01,2023-12-31
배드민턴,,충청북도,충청북도 단양군,(도비) 2023년 장애인생활체육 단양군 배드민턴교실,발달(지적/자폐)장애,월14:00~15:00,단양군 배드민턴 교실 입니다,2023-04-17,2023-10-16,2023-04-17,2023-10-16
배드민턴,,충청남도,충청남도 논산시,(기금) 논산시장애청소년 배드민턴교실,발달(지적/자폐)장애,매주 수 오후1시40분~2시 30분,,2023-01-02,2023-03-28,2023-03-29,2023-09-06
배드민턴,,전라북도,전라북도 전주시,2023 전북장애인생활체육 장애인배드민턴,발달(지적/자폐)장애,매주 금 오전 10시 30분,,2023-01-01,2023-04-30,2023-05-01,2023-11-30
배드민턴,,강원도,강원도 춘천시,(시군비)2023 춘천시장애인체육회 배드민턴교실,지체(척수 및 절단 및 기타)장애,"매주 화, 목 14시 ~ 16시",2023년 춘천시장애인체육회 배드민턴교실,2023-02-01,2023-03-10,2023-03-14,2023-11-30
배드민턴,,전라남도,전라남도 순천시,2023 전남 순천시 장애인생활체육 청소년배드민턴교실,발달(지적/자폐)장애,10:50~11:35,,2023-03-01,2023-03-31,2023-04-01,2023-12-31
배드민턴,,전라북도,전라북도 전주시,2023 전북장애인생활체육 어울림배드민턴,발달(지적/자폐)장애,매주 월 오후 4시,,2023-01-01,2023-04-30,2023-05-01,2023-11-30
배드민턴,,경기도,경기도 시흥시,시흥시 배드민턴교실,발달(지적/자폐)장애,토10:00~12:00,,2023-02-20,2023-03-10,2023-04-06,2023-10-31
배드민턴,,충청남도,충청남도 홍성군,(군비) 홍성군 배드민턴교실(지적 성인부),발달(지적/자폐)장애,"매주 화,금 10:00~11:30",2023년 홍성군 생활체육교실 운영(배드민턴교실),2023-01-01,2023-12-31,2023-01-03,2023-12-29
배드민턴,,전라남도,전라남도 여수시,2023 전남 여수시 장애인생활체육 멋진여성배드민턴교실,발달(지적/자폐)장애,10:30~11:30,,2023-03-01,2023-03-31,2023-04-01,2023-12-31
배드민턴,,광주광역시,광주광역시 북구,(기금)2023년 광주 북구 장애인 생활체육 배드민턴교실(오수월),발달(지적/자폐)장애,매주 토 13:00~14:00,,2023-01-02,2023-04-01,2023-04-01,2023-09-23
배드민턴,,충청남도,충청남도 홍성군,(군비) 홍성군 배드민턴교실(지적 초등부),발달(지적/자폐)장애,"매주 화,목 15시",2023년 홍성군 생활체육교실 운영(배드민턴교실),2023-01-01,2023-12-31,2023-02-02,2023-12-28
배드민턴,,충청남도,충청남도 홍성군,(군비) 홍성군 배드민턴교실(지적 고등부),발달(지적/자폐)장애,"매주 화,목 17시",2023년 홍성군 생활체육교실 운영(배드민턴교실),2023-01-01,2023-12-31,2023-02-02,2023-12-28
배드민턴,,충청남도,충청남도 부여군,(도비)2023년 부여군 장애청소년 배드민턴 교실,발달(지적/자폐)장애,매주 목요일 13:30,,2023-03-16,2023-10-26,2023-03-16,2023-10-26
배드민턴,,세종특별자치시,세종특별자치시 ,2023년 농아인 배드민턴교실(농아인체육연맹),청각장애,매주 월 19:00~21:00,세종시농아인체육연맹에서 운영하는 배드민턴교실,2023-03-15,2023-03-31,2023-04-10,2023-09-25
배드민턴,,세종특별자치시,세종특별자치시 ,2023년 지체장애인 배드민턴교실(배드민턴협회),지체(척수 및 절단 및 기타)장애,매주 일 18:00~20:00,세종시 배드민턴협회에서 운영하는 지체장애인 배드민턴교실입니다.,2023-03-13,2023-03-31,2023-04-02,2023-09-17
배드민턴,,충청북도,충청북도 음성군,(기금) 2023 음성군 무극중 배드민턴교실,발달(지적/자폐)장애,화 14:00~16:00,,2023-03-01,2023-10-31,2023-03-01,2023-10-31
배드민턴,,전라남도,전라남도 완도군,2023 전남완도군장애인생활체육 배드민턴교실,기타장애,19:30~22:00,안녕하십니까. 협회장 황경우입니다. 그 협회에서는 2023년 4월부터 10월까지 배드민턴교실을 완도초등학교체육관에서 메주 화요일 19:30~22:00까지 운영하고 있습니다. 궁금한 사항은 010-9977-6343 연락주세요,2023-04-01,2023-10-10,2023-04-18,2023-10-17
배드민턴,,경기도,경기도 화성시,화성시 배용호지도자 배드민턴교실 (15명),발달(지적/자폐)장애,매주 월요일 10:10~11:40,,2023-01-02,2023-01-27,2023-03-06,2023-12-31
배드민턴,,경기도,경기도 성남시,"(국비)꿈나무배드민턴,탁구교실",발달(지적/자폐)장애,월14시~15시/화11시~13시,"꿈나무배드민턴, 탁구교실 운영  탁구-경기도 성남시 중원구 시민로 6 성남고등학교 수업운영",2023-03-01,2023-04-30,2023-04-01,2023-10-31
배드민턴,,광주광역시,광주광역시 서구,(기금)2023년 광주 지적장애인 배드민턴교실(정수빈),발달(지적/자폐)장애,매주 월 16:00~18:00,,2023-01-01,2023-04-01,2023-04-03,2023-09-11
배드민턴,,전라남도,전라남도 여수시,2023 전남 여수시 장애인생활체육 휠체어배드민턴교실,지체(척수 및 절단 및 기타)장애,18:00~19:00,,2023-03-01,2023-03-31,2023-04-01,2023-12-31
배드민턴,,경기도,경기도 양주시,양주시 어울림 배드민턴교실,발달(지적/자폐)장애,목요일 10:00~12:00,,2023-02-01,2023-03-31,2023-03-16,2023-10-19
배드민턴,,경기도,경기도 고양시,콕사랑배드민턴교실,발달(지적/자폐)장애,09:00~11:00,,2023-01-01,2023-02-28,2023-03-01,2023-12-31
배드민턴,,대전광역시,대전광역시 서구,2023 배드민턴 생활체육교실,발달(지적/자폐)장애,금 10:00 ~ 12:00,,2023-04-21,2023-10-27,2023-04-21,2023-10-27
